milestones_total,milestones_completed,milestones_completion_pct,milestones_on_time_pct,time_elapsed_pct,schedule_variance,delivery_velocity,budget_used_pct,budget_efficiency,resource_availability,resource_availability_code,collaborators,sdg_confidence_avg,project_status
25,1,0.05,0.0,0.1295,-0.0795,7.7239,109.84,0.0451,High,2,11,0.331,At Risk
5,4,0.7477,0.6842,0.5412,0.2065,7.3904,66.18,1.113,Medium,1,11,0.804,On Track
9,6,0.7182,0.5682,0.5983,0.12,10.029,68.59,1.0321,Low,0,4,0.857,On Track
12,9,0.7396,0.4651,0.7394,0.0002,12.1713,78.61,0.929,Medium,1,1,0.786,On Track
25,14,0.5687,0.3782,0.4978,0.0709,28.1222,46.79,1.1899,Medium,1,5,0.636,On Track
16,4,0.2529,0.1829,0.3155,-0.0626,12.6796,32.8,0.7483,High,2,12,0.402,At Risk
6,2,0.3401,0.3256,0.3632,-0.0231,5.5071,63.62,0.5264,Medium,1,3,0.653,At Risk
22,6,0.2634,0.0,0.0809,0.1825,74.1969,20.16,1.2446,Low,0,8,0.441,On Track
22,15,0.6732,0.5985,0.4032,0.27,37.2056,36.16,1.8114,Low,0,11,0.737,On Track
8,7,0.9175,0.8166,0.8305,0.087,8.4291,3.0,22.9375,Medium,1,12,0.629,On Track
12,4,0.3148,0.229,0.3931,-0.0783,10.176,36.5,0.8394,Low,0,7,0.621,At Risk
10,6,0.5566,0.8837,0.6458,-0.0893,9.2902,73.03,0.7519,Medium,1,6,0.675,At Risk
11,8,0.7057,0.6175,0.6044,0.1012,13.2352,46.44,1.4874,High,2,1,0.972,On Track
5,2,0.4986,0.3165,0.2134,0.2852,9.3702,42.03,1.1587,High,2,12,0.668,On Track
9,2,0.1763,0.1729,0.0804,0.0959,24.868,6.71,2.2879,Low,0,11,0.299,On Track
11,9,0.7877,0.6025,0.6715,0.1162,13.4029,16.7,4.451,Medium,1,10,0.664,On Track
23,18,0.8037,0.7777,0.9214,-0.1177,19.535,17.6,4.322,Low,0,11,0.607,At Risk
21,5,0.26,0.2343,0.3862,-0.1263,12.9453,65.56,0.3906,High,2,3,0.842,At Risk
23,23,0.99,1.0,0.7946,0.1954,28.9455,58.5,1.6638,Medium,1,2,0.483,On Track
22,7,0.3188,0.2483,0.3177,0.0011,22.0324,54.54,0.5741,Low,0,2,0.76,At Risk
25,9,0.3422,0.545,0.5656,-0.2235,15.9115,34.48,0.9644,High,2,7,0.477,At Risk
12,4,0.3013,0.3821,0.4504,-0.1491,8.8809,54.36,0.5443,Low,0,2,0.872,At Risk
5,3,0.6145,0.6284,0.6896,-0.075,4.3506,52.78,1.1426,Medium,1,12,0.546,At Risk
5,4,0.8227,0.9602,0.9573,-0.1345,4.1785,42.21,1.9041,High,2,9,0.704,At Risk
3,1,0.4804,0.5827,0.3041,0.1763,3.2885,58.59,0.8062,Medium,1,2,0.589,On Track
14,6,0.4299,0.6713,0.4822,-0.0524,12.4419,63.05,0.6711,Low,0,2,0.42,At Risk
7,3,0.4646,0.2888,0.5753,-0.1107,5.2147,32.89,1.3709,Medium,1,9,0.718,At Risk
6,2,0.3482,0.6314,0.2617,0.0866,7.6433,31.32,1.0775,Medium,1,12,0.469,On Track
18,16,0.9024,0.8045,0.9145,-0.0121,17.4964,52.63,1.6826,Medium,1,11,0.62,On Track
19,6,0.2965,0.3516,0.2679,0.0286,22.394,81.52,0.3593,High,2,12,0.628,At Risk
11,8,0.6947,0.6495,0.6352,0.0594,12.5938,40.82,1.6611,Medium,1,8,0.766,On Track
8,7,0.8143,0.9919,0.612,0.2023,11.4383,73.31,1.0958,High,2,2,0.738,On Track
11,3,0.307,0.3944,0.2423,0.0647,12.3818,35.1,0.8504,Low,0,5,0.572,On Track
15,10,0.6761,0.6253,0.65,0.0261,15.3845,18.11,3.5381,Low,0,7,0.808,On Track
25,4,0.1454,0.2129,0.0763,0.0691,52.4301,5.63,2.1909,High,2,12,0.483,On Track
8,7,0.8209,0.8002,0.4825,0.3384,14.5077,61.33,1.3171,Medium,1,8,0.853,On Track
6,3,0.5433,0.6146,0.5075,0.0358,5.9114,45.16,1.177,Medium,1,8,0.422,On Track
13,11,0.8547,1.0,0.8451,0.0096,13.0162,65.06,1.2937,Low,0,6,0.567,On Track
9,4,0.4056,0.3676,0.4554,-0.0498,8.7832,49.88,0.7972,High,2,1,0.699,At Risk
15,6,0.4236,0.4884,0.4588,-0.0352,13.077,53.03,0.784,Low,0,4,0.841,At Risk
6,3,0.5445,0.6203,0.5289,0.0155,5.6719,14.13,3.5989,High,2,4,0.714,On Track
14,11,0.7991,0.7361,0.9351,-0.136,11.7629,16.34,4.6097,Medium,1,11,0.827,At Risk
13,10,0.7891,0.8143,0.7579,0.0312,13.194,34.83,2.2026,High,2,5,0.598,On Track
22,6,0.2823,0.2297,0.4259,-0.1435,14.0894,35.66,0.7702,Medium,1,1,0.69,At Risk
9,4,0.4484,0.3471,0.8762,-0.4278,4.5651,29.71,1.46,Medium,1,2,0.683,At Risk
5,2,0.4346,0.4238,0.3789,0.0557,5.278,16.92,2.4258,Medium,1,3,0.682,On Track
24,15,0.634,0.5803,0.5798,0.0543,25.8723,3.0,15.8508,Low,0,11,0.902,On Track
21,14,0.6495,0.7904,0.5871,0.0624,23.8472,39.81,1.5914,Medium,1,5,0.671,On Track
24,6,0.2432,0.1494,0.425,-0.1818,14.1177,28.84,0.8152,High,2,5,0.658,At Risk
8,3,0.3825,0.461,0.3478,0.0346,8.6246,67.2,0.5608,High,2,1,0.538,At Risk
7,6,0.8354,0.76,0.8285,0.0069,7.2417,68.65,1.1994,Medium,1,8,0.605,On Track
6,5,0.7866,0.676,0.7932,-0.0066,6.3037,71.57,1.0838,Low,0,1,0.528,On Track
15,5,0.3443,0.5955,0.2135,0.1308,23.4147,39.52,0.8499,High,2,5,0.671,On Track
23,8,0.3442,0.6789,0.3097,0.0345,25.8345,37.02,0.9053,Medium,1,2,0.492,On Track
21,14,0.668,0.4897,0.4555,0.2125,30.733,51.75,1.2665,Low,0,10,0.687,On Track
10,6,0.5779,0.6093,0.6797,-0.1018,8.8273,68.66,0.8296,Low,0,1,0.875,At Risk
5,4,0.8994,0.8668,0.67,0.2294,5.97,49.5,1.7808,Medium,1,5,0.894,Excellent
3,0,0.0,0.1269,0.2331,-0.2331,0.0,24.84,0.0,Medium,1,5,0.912,At Risk
7,1,0.1222,0.0563,0.3567,-0.2345,2.8035,48.96,0.2445,Medium,1,6,0.668,At Risk
14,6,0.3957,0.5918,0.3481,0.0475,17.2341,13.81,2.6726,High,2,9,0.932,On Track
8,6,0.7588,1.0,0.8091,-0.0503,7.4158,21.9,3.3131,Medium,1,3,0.682,At Risk
14,8,0.5443,0.5127,0.4445,0.0998,17.9992,59.85,0.8944,Medium,1,12,0.342,On Track
11,6,0.554,0.4388,0.6254,-0.0714,9.5935,36.01,1.4967,Low,0,6,0.44,At Risk
14,7,0.4851,0.5871,0.2905,0.1946,24.097,32.79,1.4356,Medium,1,3,0.651,On Track
19,8,0.425,0.4433,0.5334,-0.1084,14.997,34.82,1.1864,Medium,1,11,0.97,At Risk
6,2,0.3411,0.2069,0.218,0.1231,9.1755,30.59,1.0796,Low,0,4,0.901,On Track
8,6,0.7454,1.0,0.7027,0.0427,8.5387,54.04,1.3543,High,2,5,0.935,On Track
15,5,0.3634,0.3237,0.6216,-0.2582,8.0437,38.73,0.9145,High,2,1,0.887,At Risk
10,3,0.2755,0.1044,0.2221,0.0534,13.5097,53.75,0.5031,High,2,11,0.856,At Risk
9,4,0.4308,0.2611,0.1681,0.2627,23.7957,30.66,1.3608,Low,0,4,0.572,On Track
15,8,0.5575,0.5899,0.4573,0.1002,17.4957,13.94,3.7311,Low,0,6,0.36,On Track
10,0,0.0107,0.0177,0.2926,-0.282,0.0,56.78,0.0185,Medium,1,11,0.685,At Risk
18,8,0.452,0.3314,0.4593,-0.0072,17.4195,76.73,0.5816,High,2,5,0.599,At Risk
3,1,0.2876,0.3302,0.5132,-0.2256,1.9485,51.8,0.5447,High,2,1,0.63,At Risk
6,5,0.9014,0.9591,0.5367,0.3647,9.3158,3.0,22.535,Medium,1,11,0.934,Excellent
15,3,0.1737,0.0093,0.3862,-0.2125,7.7675,29.06,0.5781,Medium,1,6,0.829,At Risk
10,5,0.5355,0.4643,0.4823,0.0532,10.3679,48.83,1.0746,Medium,1,5,0.28,On Track
3,0,0.0,0.0,0.328,-0.328,0.0,36.83,0.0,Medium,1,8,0.526,At Risk
17,5,0.2887,0.0545,0.2956,-0.0069,16.9137,58.38,0.4863,Medium,1,8,0.308,At Risk
6,0,0.0,0.0,0.1191,-0.1191,0.0,26.36,0.0,High,2,2,0.794,At Risk
17,12,0.7272,0.6173,0.6569,0.0702,18.2666,43.91,1.6191,Low,0,9,0.88,On Track
25,13,0.516,0.4567,0.3297,0.1863,39.4341,29.57,1.6879,High,2,8,0.666,On Track
5,2,0.441,0.3585,0.4817,-0.0407,4.1519,96.57,0.452,Medium,1,7,0.901,At Risk
6,4,0.7197,0.5627,0.7584,-0.0387,5.2739,52.89,1.3356,Low,0,8,0.933,On Track
18,5,0.297,0.5979,0.4305,-0.1335,11.6138,7.3,3.5789,High,2,3,0.982,At Risk
10,4,0.4048,0.3661,0.4185,-0.0137,9.5587,93.36,0.429,High,2,7,0.764,At Risk
17,10,0.605,0.3647,0.772,-0.1671,12.9529,56.86,1.0455,Medium,1,1,0.661,At Risk
6,4,0.7152,0.7708,0.6392,0.0759,6.2575,69.85,1.0095,Medium,1,4,0.902,On Track
5,4,0.8033,0.8443,0.7832,0.0201,5.1071,57.6,1.3709,Medium,1,5,0.808,On Track
14,7,0.5254,0.6067,0.5293,-0.0039,13.224,37.27,1.373,Medium,1,8,0.705,On Track
18,3,0.1537,0.0,0.413,-0.2593,7.2646,19.57,0.747,Medium,1,4,0.565,At Risk
13,2,0.1848,0.0669,0.2863,-0.1015,6.9868,53.48,0.3392,Medium,1,9,0.598,At Risk
4,2,0.5266,0.4404,0.3986,0.128,5.017,3.0,13.1661,Low,0,2,0.835,On Track
19,5,0.2749,0.0642,0.3944,-0.1195,12.679,41.0,0.6544,Low,0,4,0.899,At Risk
18,12,0.6536,0.4859,0.404,0.2496,29.705,82.35,0.7841,Medium,1,12,0.782,At Risk
9,3,0.304,0.4084,0.2815,0.0225,10.6562,51.48,0.5793,Medium,1,10,0.655,At Risk
22,11,0.5203,0.4933,0.3585,0.1618,30.6799,50.95,1.0016,Low,0,7,0.649,On Track
6,6,0.99,1.0,0.846,0.144,7.0926,110.94,0.8844,Low,0,1,0.575,On Track
16,12,0.7229,1.0,0.5986,0.1244,20.0475,47.24,1.4985,Medium,1,9,0.606,Excellent
4,1,0.3665,0.3839,0.414,-0.0475,2.4154,56.98,0.6321,Low,0,4,0.719,At Risk
19,6,0.325,0.4068,0.1248,0.2002,48.0585,35.02,0.9023,High,2,3,0.759,On Track
19,7,0.346,0.5,0.2871,0.059,24.3856,59.56,0.5713,High,2,6,0.601,At Risk
9,8,0.8463,0.9689,0.7704,0.0759,10.3846,61.5,1.3541,High,2,2,0.632,On Track
5,1,0.2437,0.0576,0.2243,0.0193,4.4581,94.74,0.2545,Medium,1,8,0.498,At Risk
11,5,0.4364,0.417,0.421,0.0154,11.8766,75.02,0.574,Medium,1,8,0.898,At Risk
17,2,0.1061,0.0781,0.1304,-0.0243,15.342,44.99,0.2306,High,2,12,0.916,At Risk
7,1,0.1227,0.0,0.3725,-0.2498,2.6843,44.27,0.271,Medium,1,2,0.293,At Risk
17,11,0.6528,0.6443,0.5025,0.1503,21.8909,59.15,1.0852,High,2,11,0.636,On Track
13,7,0.5239,0.8198,0.4696,0.0543,14.9062,28.59,1.7701,Medium,1,2,0.779,On Track
9,9,0.9666,0.8429,0.5791,0.3875,15.5412,26.82,3.4749,Low,0,5,0.611,On Track
24,19,0.7748,0.9114,0.6426,0.1322,29.5655,47.2,1.6074,Medium,1,6,0.582,Excellent
5,2,0.3787,0.2889,0.38,-0.0013,5.2637,67.02,0.5567,Low,0,2,0.868,At Risk
25,16,0.6451,0.3598,0.5474,0.0976,29.2265,74.82,0.8508,High,2,8,0.757,On Track
18,3,0.1549,0.2039,0.3152,-0.1603,9.5182,14.1,1.0259,High,2,5,0.831,At Risk
8,3,0.3441,0.383,0.288,0.0562,10.4185,48.06,0.7013,Low,0,9,0.704,At Risk
3,1,0.3366,0.3769,0.3398,-0.0032,2.9432,47.92,0.6879,Low,0,11,0.781,At Risk
23,18,0.7824,0.6585,0.7213,0.0611,24.9563,50.48,1.5198,Low,0,9,0.773,On Track
3,2,0.5814,0.5612,0.5024,0.079,3.9807,40.51,1.4006,Low,0,11,0.841,On Track
18,8,0.463,0.1911,0.6042,-0.1412,13.2403,74.19,0.6158,Low,0,11,0.431,At Risk
4,2,0.4758,0.2284,0.7764,-0.3006,2.5758,23.64,1.9307,Medium,1,9,0.688,At Risk
23,17,0.7194,0.5814,0.6452,0.0743,26.3497,72.09,0.9843,Medium,1,4,0.71,On Track
18,8,0.4322,0.3001,0.1645,0.2677,48.6286,29.75,1.4059,High,2,11,0.577,On Track
22,15,0.6949,0.6204,0.8755,-0.1806,17.1339,49.42,1.3781,Low,0,3,0.534,At Risk
23,22,0.9729,0.9491,0.6231,0.3498,35.3093,48.19,1.9779,Medium,1,6,0.642,Excellent
7,3,0.3843,0.3503,0.5129,-0.1285,5.8496,44.88,0.8376,High,2,7,0.649,At Risk
13,9,0.7256,0.7221,0.438,0.2875,20.5469,26.93,2.5976,Medium,1,12,0.696,On Track
4,0,0.0741,0.1954,0.2734,-0.1993,0.0,50.94,0.1428,High,2,6,0.74,At Risk
24,4,0.1709,0.4515,0.1025,0.0685,39.0352,29.19,0.5661,Medium,1,11,0.808,At Risk
8,8,0.99,1.0,0.9793,0.0107,8.1693,45.81,2.115,Medium,1,12,0.928,On Track
10,3,0.2688,0.3709,0.201,0.0678,14.9223,26.11,0.9917,High,2,1,0.633,On Track
22,11,0.5038,0.5162,0.3474,0.1564,31.6679,6.08,7.118,Low,0,8,0.66,On Track
5,4,0.723,0.5423,0.686,0.0369,5.8307,44.1,1.603,High,2,8,0.598,On Track
9,3,0.3856,0.2848,0.2714,0.1141,11.0527,3.0,9.6391,Medium,1,1,0.627,On Track
12,3,0.2649,0.154,0.5191,-0.2543,5.7789,69.53,0.3755,Medium,1,8,0.571,At Risk
7,4,0.5951,0.6852,0.7002,-0.1051,5.7127,52.64,1.1095,Medium,1,4,0.745,At Risk
12,12,0.99,0.8186,0.8425,0.1475,14.2436,30.85,3.108,Medium,1,12,0.889,On Track
13,6,0.4634,0.0591,0.4926,-0.0292,12.1794,37.05,1.2178,Medium,1,10,0.794,On Track
9,4,0.4456,0.589,0.5081,-0.0624,7.8732,27.91,1.5415,High,2,2,0.896,At Risk
15,1,0.0628,0.0,0.396,-0.3332,2.525,4.18,1.2115,Low,0,1,0.808,At Risk
24,15,0.624,0.4716,0.5765,0.0474,26.0168,3.0,15.5989,High,2,3,0.865,On Track
3,1,0.415,0.4289,0.4687,-0.0536,2.1337,43.24,0.9382,High,2,6,0.754,At Risk
18,13,0.7383,0.6833,0.3159,0.4224,41.1545,54.63,1.327,Low,0,4,0.905,On Track
5,4,0.8875,0.9803,0.8206,0.0669,4.8744,84.63,1.0364,High,2,8,0.566,On Track
14,3,0.179,0.1429,0.1763,0.0027,17.0145,7.03,2.2287,Low,0,9,0.873,On Track
18,12,0.6533,0.7693,0.5449,0.1084,22.0225,62.11,1.0352,Medium,1,11,0.531,On Track
9,7,0.8263,0.6825,0.8424,-0.0161,8.3094,84.83,0.9628,Low,0,10,0.906,On Track
9,4,0.4792,0.7459,0.3916,0.0876,10.2155,31.17,1.4897,Medium,1,4,0.473,On Track
18,16,0.8877,0.6928,0.6904,0.1974,23.1757,51.39,1.6944,Medium,1,4,0.913,On Track
12,8,0.659,0.839,0.6463,0.0127,12.3781,36.38,1.7631,Medium,1,8,0.706,On Track
11,5,0.416,0.3428,0.4673,-0.0514,10.6991,28.54,1.4082,High,2,4,0.948,At Risk
13,3,0.2294,0.1074,0.2972,-0.0678,10.0953,45.47,0.4936,High,2,1,0.616,At Risk
16,4,0.2721,0.5529,0.4125,-0.1404,9.6964,93.87,0.2868,Low,0,3,0.781,At Risk
13,3,0.2355,0.4611,0.3991,-0.1637,7.5163,31.5,0.7245,Low,0,7,0.452,At Risk
24,22,0.9148,1.0,0.8158,0.099,26.967,35.07,2.5362,Medium,1,12,0.616,On Track
3,1,0.3952,0.4968,0.5901,-0.1949,1.6946,43.37,0.8907,Low,0,10,0.912,At Risk
14,3,0.1944,0.118,0.1133,0.0811,26.4798,30.05,0.626,Medium,1,3,0.806,At Risk
10,2,0.2357,0.2562,0.2067,0.029,9.6772,47.51,0.4858,High,2,1,0.595,At Risk
7,4,0.6184,0.4871,0.4164,0.202,9.606,44.66,1.3542,Medium,1,10,0.926,On Track
11,6,0.5416,0.6051,0.4806,0.061,12.4835,34.37,1.5311,High,2,10,0.693,On Track
17,5,0.2779,0.5898,0.5111,-0.2332,9.7825,67.08,0.4082,High,2,8,0.804,At Risk
20,16,0.8142,0.855,0.7214,0.0928,22.1795,46.81,1.7029,High,2,9,0.666,On Track
25,12,0.4654,0.6247,0.5014,-0.036,23.9311,41.41,1.0974,Low,0,7,0.833,On Track
7,5,0.7479,0.6271,0.7688,-0.0209,6.5037,22.05,3.2452,High,2,5,0.642,On Track
10,6,0.6183,0.8943,0.5022,0.1161,11.9466,22.63,2.6165,Medium,1,9,0.499,Excellent
6,2,0.2883,0.1004,0.1159,0.1724,17.2561,29.39,0.9486,Low,0,5,0.553,On Track
16,5,0.2963,0.42,0.3402,-0.0439,14.6968,57.34,0.5079,Low,0,3,0.722,At Risk
7,3,0.4117,0.5256,0.707,-0.2953,4.2433,32.7,1.2218,Medium,1,9,0.959,At Risk
7,4,0.5529,0.6613,0.5891,-0.0361,6.7904,31.37,1.7081,Medium,1,10,0.851,On Track
13,5,0.3629,0.5471,0.4407,-0.0778,11.345,79.82,0.449,High,2,1,0.661,At Risk
8,2,0.1884,0.6237,0.3687,-0.1802,5.425,54.6,0.3389,Medium,1,4,0.577,At Risk
16,12,0.7255,0.6475,0.4989,0.2266,24.0548,57.03,1.2502,High,2,3,0.794,On Track
5,3,0.5881,0.5667,0.5485,0.0396,5.4694,61.57,0.94,Medium,1,10,0.736,On Track
17,10,0.5781,0.7392,0.5275,0.0506,18.958,85.6,0.6675,Medium,1,7,0.935,At Risk
11,4,0.3611,0.2957,0.3194,0.0417,12.5252,50.46,0.7016,High,2,10,0.97,At Risk
24,13,0.5476,0.4789,0.4046,0.143,32.1314,21.48,2.4359,Low,0,4,0.857,On Track
7,6,0.9036,1.0,0.7442,0.1593,8.062,98.04,0.9123,Low,0,12,0.817,On Track
11,8,0.7535,0.8827,0.7987,-0.0452,10.0166,21.84,3.2986,Medium,1,12,0.829,On Track
16,12,0.7507,1.0,0.6318,0.1189,18.9936,69.25,1.0687,High,2,2,0.835,On Track
4,2,0.4756,0.5384,0.3201,0.1555,6.2489,21.1,2.1516,Low,0,7,0.873,On Track
6,3,0.5243,0.5606,0.4796,0.0447,6.255,56.28,0.9153,Low,0,1,0.694,On Track
12,6,0.4641,0.6011,0.4798,-0.0157,12.5053,41.47,1.0928,High,2,2,0.517,On Track
12,11,0.8892,0.899,0.9542,-0.065,11.5283,63.4,1.3807,Medium,1,3,0.856,At Risk
7,6,0.8927,0.9731,0.7126,0.1801,8.4198,72.38,1.2166,Medium,1,7,0.869,On Track
5,3,0.677,0.4822,0.6299,0.0471,4.7628,68.51,0.974,Medium,1,9,0.913,On Track
15,6,0.3711,0.3754,0.6281,-0.257,9.5533,35.99,1.0032,Medium,1,5,0.25,At Risk
24,3,0.1056,0.1027,0.366,-0.2604,8.1967,56.49,0.1837,Low,0,11,0.406,At Risk
25,25,0.99,1.0,0.752,0.238,33.2447,65.46,1.4896,Medium,1,9,0.896,On Track
21,21,0.99,1.0,0.8551,0.1349,24.5593,45.54,2.1271,Medium,1,2,0.669,Excellent
17,6,0.3476,0.3613,0.2433,0.1043,24.6624,55.26,0.6178,High,2,4,0.753,At Risk
18,3,0.1762,0.1854,0.4613,-0.2851,6.5037,33.96,0.504,Medium,1,11,0.825,At Risk
19,8,0.4129,0.1998,0.5269,-0.1139,15.1837,69.0,0.5899,High,2,10,0.669,At Risk
24,22,0.9057,0.8982,0.765,0.1407,28.7577,58.89,1.5123,High,2,6,0.843,On Track
19,5,0.2671,0.2345,0.1335,0.1336,37.441,3.0,6.6782,High,2,9,0.609,On Track
9,0,0.0,0.0,0.1841,-0.1841,0.0,3.0,0.0,Medium,1,7,0.901,At Risk
5,2,0.4011,0.1643,0.398,0.0031,5.0252,55.56,0.7092,Medium,1,10,0.888,At Risk
11,8,0.7071,0.721,0.7495,-0.0424,10.6734,77.52,0.9005,High,2,10,0.641,On Track
15,3,0.2068,0.1513,0.2387,-0.0319,12.5685,27.21,0.7331,High,2,3,0.611,At Risk
25,17,0.6945,0.778,0.6748,0.0197,25.1924,60.48,1.1297,Low,0,5,0.868,On Track
23,0,0.0,0.0,0.1934,-0.1934,0.0,51.66,0.0,High,2,4,0.659,At Risk
16,6,0.3871,0.2877,0.3176,0.0695,18.8911,10.64,3.3244,Low,0,6,0.6,On Track
19,19,0.99,0.8766,0.8101,0.1799,23.455,48.74,1.9902,Medium,1,5,0.712,Excellent
24,13,0.5364,0.6468,0.4593,0.0771,28.3011,62.21,0.8486,Low,0,2,0.846,On Track
25,22,0.8823,0.8146,0.7772,0.105,28.3059,45.34,1.9039,Medium,1,12,0.322,On Track
4,3,0.6709,0.8162,0.7548,-0.0839,3.9746,60.42,1.0923,High,2,10,0.578,At Risk
24,21,0.878,0.762,0.6427,0.2353,32.6722,46.97,1.8305,High,2,8,0.644,On Track
9,5,0.5368,0.3972,0.6039,-0.0671,8.2801,18.58,2.7411,Medium,1,11,0.677,At Risk
13,3,0.242,0.1686,0.3215,-0.0796,9.3304,18.79,1.2229,High,2,1,0.897,At Risk
17,10,0.5683,0.6355,0.5861,-0.0178,17.0626,35.53,1.5556,High,2,8,0.717,On Track
13,4,0.3311,0.146,0.5449,-0.2138,7.3413,37.56,0.8585,Medium,1,11,0.664,At Risk
25,2,0.0647,0.0,0.1632,-0.0986,12.2525,49.54,0.1279,Low,0,11,0.782,At Risk
8,3,0.3519,0.2536,0.3574,-0.0055,8.3943,90.62,0.384,Medium,1,8,0.555,At Risk
13,3,0.2107,0.2866,0.2779,-0.0672,10.7945,28.48,0.7148,Medium,1,4,0.766,At Risk
16,0,0.0,0.1085,0.1087,-0.1087,0.0,58.68,0.0,Medium,1,2,0.739,At Risk
9,6,0.6444,0.9288,0.5715,0.0728,10.4984,69.56,0.9132,Low,0,9,0.621,On Track
16,8,0.5006,0.5732,0.4899,0.0107,16.3298,58.54,0.8407,Medium,1,7,0.925,On Track
7,7,0.99,1.0,0.9357,0.0543,7.4812,38.94,2.4787,Medium,1,12,0.81,On Track
10,2,0.1719,0.2593,0.1725,-0.0006,11.5974,31.17,0.5342,High,2,6,0.703,At Risk
25,1,0.0569,0.0,0.0831,-0.0262,12.0343,35.02,0.1579,Medium,1,6,0.732,At Risk
15,4,0.2831,0.4066,0.2972,-0.0141,13.4592,51.66,0.5376,Low,0,11,0.588,At Risk
18,4,0.2373,0.1813,0.2847,-0.0473,14.0517,55.38,0.4209,Medium,1,6,0.809,At Risk
7,1,0.1949,0.0,0.3068,-0.1119,3.2592,23.12,0.808,Medium,1,4,0.622,At Risk
23,0,0.0,0.0,0.1586,-0.1586,0.0,33.69,0.0,Medium,1,4,0.885,At Risk
11,4,0.406,0.6084,0.4267,-0.0207,9.3743,34.85,1.1325,Medium,1,2,0.677,On Track
4,2,0.5512,0.4052,0.3814,0.1698,5.2433,45.21,1.1929,High,2,9,0.938,On Track
7,6,0.8657,0.8304,0.4859,0.3799,12.349,72.8,1.1732,Medium,1,7,0.74,On Track
22,16,0.7239,0.6722,0.8241,-0.1002,19.4161,65.74,1.0846,Medium,1,7,0.586,At Risk
23,7,0.3108,0.4385,0.5571,-0.2463,12.5643,14.59,1.9943,Low,0,2,0.745,At Risk
18,8,0.4581,0.4785,0.5094,-0.0513,15.7042,15.83,2.7218,High,2,10,0.951,At Risk
17,3,0.1586,0.1799,0.2507,-0.0921,11.9645,17.99,0.8352,Low,0,6,0.784,At Risk
21,21,0.99,0.7988,0.7332,0.2568,28.6426,52.18,1.8617,Medium,1,9,0.556,On Track
14,13,0.9287,0.954,0.7658,0.1629,16.9753,76.77,1.1941,High,2,6,0.886,On Track
25,13,0.5151,0.5591,0.6875,-0.1724,18.908,52.58,0.9615,Medium,1,7,0.676,At Risk
13,7,0.5126,0.2177,0.5095,0.0031,13.7385,34.23,1.4549,Medium,1,3,0.496,On Track
18,10,0.5603,0.5344,0.5648,-0.0045,17.7052,30.9,1.7566,High,2,12,0.96,On Track
3,1,0.4461,0.5417,0.6057,-0.1595,1.6511,34.9,1.2427,Low,0,11,0.531,At Risk
24,24,0.99,1.0,0.8385,0.1515,28.6236,49.02,1.9794,Medium,1,3,0.784,Excellent
15,12,0.8161,0.7206,0.8189,-0.0028,14.6544,75.05,1.0731,Medium,1,6,0.92,On Track
6,3,0.5825,0.616,0.5168,0.0657,5.8045,65.99,0.8696,High,2,11,0.901,On Track
12,12,0.985,1.0,0.6593,0.3257,18.2007,43.78,2.1996,Medium,1,9,0.647,Excellent
23,3,0.1357,0.2441,0.0721,0.0636,41.6137,53.3,0.2499,Medium,1,4,0.589,At Risk
23,16,0.707,0.4125,0.5422,0.1648,29.5082,42.26,1.6343,Medium,1,4,0.568,On Track
25,15,0.618,0.8843,0.5141,0.1039,29.179,47.32,1.279,Low,0,10,0.812,Excellent
9,2,0.2662,0.317,0.4368,-0.1706,4.5785,79.66,0.3301,High,2,6,0.522,At Risk
12,10,0.8492,0.8253,0.843,0.0062,11.8619,65.42,1.2785,High,2,11,0.617,On Track
11,1,0.1321,0.2543,0.1771,-0.0451,5.645,37.97,0.3389,Medium,1,3,0.473,At Risk
5,5,0.9683,1.0,0.8733,0.095,5.7254,62.02,1.5365,High,2,10,0.366,On Track
17,15,0.869,0.9253,0.6324,0.2365,23.7182,90.61,0.9485,High,2,11,0.837,On Track
21,13,0.6108,0.5219,0.6457,-0.0349,20.1344,50.81,1.1788,Medium,1,1,0.932,On Track
9,6,0.66,0.785,0.8121,-0.1521,7.3883,84.02,0.7763,High,2,1,0.609,At Risk
22,7,0.3088,0.2423,0.3983,-0.0895,17.5763,29.31,1.0189,High,2,9,0.673,At Risk
16,8,0.5172,0.5918,0.609,-0.0918,13.1356,3.0,12.931,Low,0,12,0.67,At Risk
20,7,0.3277,0.0342,0.5676,-0.2399,12.3319,21.19,1.4767,Medium,1,5,0.897,At Risk
3,1,0.2025,0.0788,0.3546,-0.152,2.8201,20.26,0.9529,Low,0,2,0.493,At Risk
3,1,0.241,0.2108,0.329,-0.0881,3.0393,51.06,0.4629,Low,0,3,0.402,At Risk
5,3,0.6033,0.873,0.6612,-0.058,4.5369,31.1,1.8794,Low,0,12,0.869,At Risk
10,5,0.5275,0.6578,0.6119,-0.0844,8.1706,21.22,2.374,High,2,1,0.661,At Risk
8,5,0.5986,0.6259,0.8141,-0.2155,6.1416,47.58,1.2323,High,2,4,0.615,At Risk
8,5,0.673,0.7278,0.4792,0.1938,10.435,89.27,0.7456,Low,0,5,0.903,At Risk
25,10,0.412,0.4135,0.1111,0.3008,89.997,14.17,2.7157,Low,0,4,0.682,On Track
3,1,0.4822,0.3388,0.6506,-0.1683,1.5371,35.88,1.3077,Low,0,1,0.608,At Risk
