_id,orgName,email,role,location,country,description,interests,skills,website,contact_person,phone,capacity_score,avg_project_budget,active_projects,languages,timezone,created_at
partner_1776,CommunityLabs 1776 (NGO),contact1776@communitylabs.org,NGO,"Mumbai, India",India,"BlueCollective 1776 (NGO) focuses on community engagement and works on SDG 6. Operating primarily in Mumbai, India.",SDG 6,"Agriculture, Communications, Healthcare",https://www.communitylabs1776.org,Lead 1776,91713156076,82,25000,0,"English, Swahili",Asia/Kolkata,2024-05-22T06:12:22.380407Z
partner_1777,BluePartners 1777 (Startup),contact1777@bluepartners.org,Startup,"Sydney, Australia",Australia,"SolarPartners 1777 (Startup) focuses on research and works on SDG 2. Operating primarily in Sydney, Australia.",SDG 2,"GIS, Research",https://www.bluepartners1777.org,Lead 1777,2316479954,71,5000,6,"English, French",Australia/Sydney,2025-05-31T06:12:22.380407Z
partner_1778,SolarSolutions 1778 (Foundation),contact1778@solarsolutions.org,Foundation,"Mumbai, India",India,"GreenWorks 1778 (Foundation) focuses on renewable energy and works on SDG 17, SDG 5, SDG 15, SDG 9. Operating primarily in Mumbai, India.","SDG 17, SDG 5, SDG 15, SDG 9","Renewable Energy, Monitoring & Evaluation",https://www.solarsolutions1778.org,Lead 1778,91620694892,70,5000,0,"English, Arabic",Asia/Kolkata,2024-04-30T06:12:22.380407Z
partner_1779,BluePartners 1779 (Startup),contact1779@bluepartners.org,Startup,"Berlin, Germany",Germany,"FutureWorks 1779 (Startup) focuses on marine science and works on SDG 2, SDG 6, SDG 12. Operating primarily in Berlin, Germany.","SDG 2, SDG 6, SDG 12","Marine Science, Education, Communications, Project Management",https://www.bluepartners1779.org,Lead 1779,2037528364,68,25000,10,"English, Hindi",UTC,2022-04-23T06:12:22.380407Z
partner_1780,UrbanSolutions 1780 (University),contact1780@urbansolutions.org,University,"Lagos, Nigeria",Nigeria,"BlueSolutions 1780 (University) focuses on healthcare and works on SDG 11, SDG 10, SDG 5. Operating primarily in Lagos, Nigeria.","SDG 11, SDG 10, SDG 5","Renewable Energy, Project Management, Mobile App Development",https://www.urbansolutions1780.org,Lead 1780,1954132256,84,100000,5,"English, Mandarin",UTC,2022-05-29T06:12:22.380407Z
partner_1781,BlueFoundation 1781 (NGO),contact1781@bluefoundation.org,NGO,"Sydney, Australia",Australia,"UrbanPartners 1781 (NGO) focuses on data analysis and works on SDG 16. Operating primarily in Sydney, Australia.",SDG 16,"Project Management, Research",https://www.bluefoundation1781.org,Lead 1781,2967648982,85,50000,9,"English, Spanish",Australia/Sydney,2024-09-30T06:12:22.380407Z
partner_1782,CommunityFoundation 1782 (Startup),contact1782@communityfounda.org,Startup,"Pune, India",India,"FutureLabs 1782 (Startup) focuses on marine science and works on SDG 10, SDG 9, SDG 6. Operating primarily in Pune, India.","SDG 10, SDG 9, SDG 6","Policy Advocacy, Project Management",https://www.communityfounda1782.org,Lead 1782,91791063826,61,5000,2,"English, Mandarin",Asia/Kolkata,2025-07-04T06:12:22.380407Z
partner_1783,UrbanCollective 1783 (University),contact1783@urbancollective.org,University,"Nairobi, Kenya",Kenya,"GreenLabs 1783 (University) focuses on communications and works on SDG 16, SDG 1, SDG 2. Operating primarily in Nairobi, Kenya.","SDG 16, SDG 1, SDG 2","Water Management, Communications",https://www.urbancollective1783.org,Lead 1783,2858191862,68,100000,6,"English, Hindi",UTC,2025-08-06T06:12:22.380407Z
partner_1784,TerraPartners 1784 (Government),contact1784@terrapartners.org,Government,"Dubai, UAE",UAE,"SolarNetwork 1784 (Government) focuses on logistics and works on SDG 8. Operating primarily in Dubai, UAE.",SDG 8,"Project Management, Fundraising, Project Management, Communications",https://www.terrapartners1784.org,Lead 1784,2567244948,77,50000,2,"English, Hindi",Asia/Dubai,2025-03-03T06:12:22.380407Z
partner_1785,SolarWorks 1785 (University),contact1785@solarworks.org,University,"Delhi, India",India,"RuralCollective 1785 (University) focuses on renewable energy and works on SDG 12, SDG 14. Operating primarily in Delhi, India.","SDG 12, SDG 14","Monitoring & Evaluation, Project Management, Communications",https://www.solarworks1785.org,Lead 1785,91806705309,72,25000,12,"English, Hindi",Asia/Kolkata,2024-08-26T06:12:22.380407Z
partner_1786,RuralSolutions 1786 (Startup),contact1786@ruralsolutions.org,Startup,"Sydney, Australia",Australia,"GreenPartners 1786 (Startup) focuses on renewable energy and works on SDG 11, SDG 4. Operating primarily in Sydney, Australia.","SDG 11, SDG 4","Monitoring & Evaluation, Communications, Renewable Energy",https://www.ruralsolutions1786.org,Lead 1786,2860613358,65,5000,7,"English, Mandarin",Australia/Sydney,2023-09-28T06:12:22.380407Z
partner_1787,RuralLabs 1787 (Startup),contact1787@rurallabs.org,Startup,"Jakarta, Indonesia",Indonesia,"OceanLabs 1787 (Startup) focuses on gis and works on SDG 12, SDG 14. Operating primarily in Jakarta, Indonesia.","SDG 12, SDG 14","Project Management, Water Management, Communications",https://www.rurallabs1787.org,Lead 1787,2530049167,80,10000,9,"English, Spanish",UTC,2023-09-21T06:12:22.380407Z
partner_1788,TerraCollective 1788 (Private Sector),contact1788@terracollective.org,Private Sector,"Chennai, India",India,"OceanFoundation 1788 (Private Sector) focuses on logistics and works on SDG 2, SDG 17. Operating primarily in Chennai, India.","SDG 2, SDG 17","Communications, Project Management, Agriculture, Fundraising",https://www.terracollective1788.org,Lead 1788,91871962061,74,5000,3,"English, French",Asia/Kolkata,2023-08-24T06:12:22.380407Z
partner_1789,CommunityNetwork 1789 (Private Sector),contact1789@communitynetwor.org,Private Sector,"Toronto, Canada",Canada,"CommunityPartners 1789 (Private Sector) focuses on logistics and works on SDG 7, SDG 15, SDG 12, SDG 16. Operating primarily in Toronto, Canada.","SDG 7, SDG 15, SDG 12, SDG 16","Project Management, Agriculture, Communications",https://www.communitynetwor1789.org,Lead 1789,2408962141,49,5000,5,"English, Spanish",America/Toronto,2022-12-05T06:12:22.380407Z
partner_1790,FutureNetwork 1790 (Foundation),contact1790@futurenetwork.org,Foundation,"Pune, India",India,"OceanLabs 1790 (Foundation) focuses on fundraising and works on SDG 14. Operating primarily in Pune, India.",SDG 14,"Policy Advocacy, Communications, Community Engagement, Fundraising",https://www.futurenetwork1790.org,Lead 1790,91612248257,57,25000,8,English,Asia/Kolkata,2025-02-02T06:12:22.380407Z
partner_1791,SolarFoundation 1791 (Startup),contact1791@solarfoundation.org,Startup,"Hyderabad, India",India,"FutureInitiative 1791 (Startup) focuses on fundraising and works on SDG 7, SDG 12, SDG 2. Operating primarily in Hyderabad, India.","SDG 7, SDG 12, SDG 2","Community Engagement, Fundraising",https://www.solarfoundation1791.org,Lead 1791,91700944702,47,10000,6,"English, Arabic",Asia/Kolkata,2022-12-05T06:12:22.380407Z
partner_1792,CommunityWorks 1792 (NGO),contact1792@communityworks.org,NGO,"Berlin, Germany",Germany,"GreenCollective 1792 (NGO) focuses on data analysis and works on SDG 6, SDG 14, SDG 3, SDG 9. Operating primarily in Berlin, Germany.","SDG 6, SDG 14, SDG 3, SDG 9","Research, Data Analysis, Communications",https://www.communityworks1792.org,Lead 1792,2414046889,41,100000,10,"English, Arabic",UTC,2022-08-23T06:12:22.380407Z
partner_1793,SolarPartners 1793 (Startup),contact1793@solarpartners.org,Startup,"New York, USA",USA,"TerraWorks 1793 (Startup) focuses on healthcare and works on SDG 3, SDG 6, SDG 8, SDG 15. Operating primarily in New York, USA.","SDG 3, SDG 6, SDG 8, SDG 15","Project Management, Healthcare",https://www.solarpartners1793.org,Lead 1793,2958694453,61,5000,4,"English, French",UTC,2023-04-19T06:12:22.380407Z
partner_1794,UrbanFoundation 1794 (University),contact1794@urbanfoundation.org,University,"Delhi, India",India,"CommunitySolutions 1794 (University) focuses on water management and works on SDG 4, SDG 7, SDG 9. Operating primarily in Delhi, India.","SDG 4, SDG 7, SDG 9","Marine Science, Project Management, Communications, Monitoring & Evaluation",https://www.urbanfoundation1794.org,Lead 1794,91972155551,70,10000,3,"English, Arabic",Asia/Kolkata,2023-03-29T06:12:22.380407Z
partner_1795,FutureLabs 1795 (Private Sector),contact1795@futurelabs(priv.org,Private Sector,"Hyderabad, India",India,"RuralWorks 1795 (Private Sector) focuses on healthcare and works on SDG 2, SDG 6. Operating primarily in Hyderabad, India.","SDG 2, SDG 6","Community Engagement, Healthcare, Project Management",https://www.futurelabs(priv1795.org,Lead 1795,91692321816,46,50000,11,"English, French",Asia/Kolkata,2025-05-22T06:12:22.380407Z
partner_1796,FutureCollective 1796 (University),contact1796@futurecollectiv.org,University,"Bangkok, Thailand",Thailand,"ImpactFoundation 1796 (University) focuses on community engagement and works on SDG 2. Operating primarily in Bangkok, Thailand.",SDG 2,"Agriculture, Communications",https://www.futurecollectiv1796.org,Lead 1796,1915790328,50,10000,10,"English, Spanish",UTC,2023-11-09T06:12:22.380407Z
partner_1797,ImpactCollective 1797 (Private Sector),contact1797@impactcollectiv.org,Private Sector,"Berlin, Germany",Germany,"FutureInitiative 1797 (Private Sector) focuses on data analysis and works on SDG 2, SDG 5. Operating primarily in Berlin, Germany.","SDG 2, SDG 5","Water Management, Research, Data Analysis",https://www.impactcollectiv1797.org,Lead 1797,2232444861,40,5000,3,"English, Arabic",UTC,2024-08-24T06:12:22.380407Z
partner_1798,RuralWorks 1798 (University),contact1798@ruralworks.org,University,"Tokyo, Japan",Japan,"UrbanFoundation 1798 (University) focuses on monitoring & evaluation and works on SDG 7. Operating primarily in Tokyo, Japan.",SDG 7,"Communications, Monitoring & Evaluation",https://www.ruralworks1798.org,Lead 1798,2757583999,76,10000,8,"English, Arabic",Asia/Tokyo,2024-02-28T06:12:22.380407Z
partner_1799,SolarFoundation 1799 (Foundation),contact1799@solarfoundation.org,Foundation,"Bangkok, Thailand",Thailand,"GreenSolutions 1799 (Foundation) focuses on logistics and works on SDG 17, SDG 16, SDG 1, SDG 11. Operating primarily in Bangkok, Thailand.","SDG 17, SDG 16, SDG 1, SDG 11","Project Management, Agriculture, Monitoring & Evaluation",https://www.solarfoundation1799.org,Lead 1799,2827206722,67,25000,1,"English, Portuguese",UTC,2024-03-26T06:12:22.380407Z
partner_1800,ImpactLabs 1800 (Startup),contact1800@impactlabs.org,Startup,"Paris, France",France,"UrbanInitiative 1800 (Startup) focuses on logistics and works on SDG 6, SDG 11, SDG 12. Operating primarily in Paris, France.","SDG 6, SDG 11, SDG 12","Communications, Agriculture",https://www.impactlabs1800.org,Lead 1800,2761972664,78,10000,6,"English, French",Europe/Paris,2024-08-14T06:12:22.380407Z
partner_1801,TerraPartners 1801 (Government),contact1801@terrapartners.org,Government,"Paris, France",France,"BluePartners 1801 (Government) focuses on education and works on SDG 15. Operating primarily in Paris, France.",SDG 15,"Policy Advocacy, Mobile App Development, Education, Research",https://www.terrapartners1801.org,Lead 1801,1624510557,56,100000,3,"English, Arabic",Europe/Paris,2024-11-10T06:12:22.380407Z
partner_1802,RuralWorks 1802 (NGO),contact1802@ruralworks.org,NGO,"Pune, India",India,"FutureFoundation 1802 (NGO) focuses on marine science and works on SDG 8, SDG 3. Operating primarily in Pune, India.","SDG 8, SDG 3","Project Management, Communications, Policy Advocacy",https://www.ruralworks1802.org,Lead 1802,91842997474,48,25000,10,"English, Spanish",Asia/Kolkata,2022-02-09T06:12:22.380407Z
partner_1803,TerraPartners 1803 (University),contact1803@terrapartners.org,University,"Pune, India",India,"ImpactSolutions 1803 (University) focuses on fundraising and works on SDG 13, SDG 12. Operating primarily in Pune, India.","SDG 13, SDG 12","Policy Advocacy, Data Analysis, Fundraising, Community Engagement",https://www.terrapartners1803.org,Lead 1803,91753619718,64,25000,7,"English, Portuguese",Asia/Kolkata,2023-06-12T06:12:22.380407Z
partner_1804,ImpactLabs 1804 (Government),contact1804@impactlabs.org,Government,"Nairobi, Kenya",Kenya,"UrbanSolutions 1804 (Government) focuses on research and works on SDG 17, SDG 10, SDG 4. Operating primarily in Nairobi, Kenya.","SDG 17, SDG 10, SDG 4","Renewable Energy, Project Management",https://www.impactlabs1804.org,Lead 1804,2144158170,85,50000,8,English,UTC,2023-02-16T06:12:22.380407Z
partner_1805,RuralFoundation 1805 (Startup),contact1805@ruralfoundation.org,Startup,"Sydney, Australia",Australia,"CommunityInitiative 1805 (Startup) focuses on project management and works on SDG 13, SDG 15. Operating primarily in Sydney, Australia.","SDG 13, SDG 15","Communications, Project Management, GIS",https://www.ruralfoundation1805.org,Lead 1805,1622336059,44,10000,1,"English, French",Australia/Sydney,2024-01-15T06:12:22.380407Z
partner_1806,ImpactInitiative 1806 (NGO),contact1806@impactinitiativ.org,NGO,"New York, USA",USA,"OceanPartners 1806 (NGO) focuses on marine science and works on SDG 16, SDG 9. Operating primarily in New York, USA.","SDG 16, SDG 9","Marine Science, Water Management, Education, Communications",https://www.impactinitiativ1806.org,Lead 1806,2517951610,85,100000,11,"English, Mandarin",UTC,2025-10-04T06:12:22.380407Z
partner_1807,ImpactNetwork 1807 (NGO),contact1807@impactnetwork.org,NGO,"Berlin, Germany",Germany,"UrbanCollective 1807 (NGO) focuses on community engagement and works on SDG 6, SDG 17, SDG 5, SDG 15. Operating primarily in Berlin, Germany.","SDG 6, SDG 17, SDG 5, SDG 15","Communications, Community Engagement, Healthcare, Project Management",https://www.impactnetwork1807.org,Lead 1807,2444684661,73,10000,7,"English, Portuguese",UTC,2024-09-06T06:12:22.380407Z
partner_1808,RuralFoundation 1808 (University),contact1808@ruralfoundation.org,University,"Pune, India",India,"RuralLabs 1808 (University) focuses on fundraising and works on SDG 13, SDG 17, SDG 5, SDG 3. Operating primarily in Pune, India.","SDG 13, SDG 17, SDG 5, SDG 3","Communications, Fundraising, Project Management",https://www.ruralfoundation1808.org,Lead 1808,91772530285,54,5000,7,"English, Mandarin",Asia/Kolkata,2022-12-27T06:12:22.380407Z
partner_1809,GreenInitiative 1809 (Foundation),contact1809@greeninitiative.org,Foundation,"Paris, France",France,"BlueCollective 1809 (Foundation) focuses on project management and works on SDG 10. Operating primarily in Paris, France.",SDG 10,"Healthcare, GIS, Project Management",https://www.greeninitiative1809.org,Lead 1809,2529317122,65,10000,7,"English, Arabic",Europe/Paris,2022-11-21T06:12:22.380407Z
partner_1810,GreenFoundation 1810 (Government),contact1810@greenfoundation.org,Government,Singapore,Singapore,SolarLabs 1810 (Government) focuses on gis and works on SDG 15. Operating primarily in Singapore.,SDG 15,"Project Management, Project Management, Communications, Mobile App Development",https://www.greenfoundation1810.org,Lead 1810,2916192861,93,100000,5,"English, Arabic",Asia/Singapore,2023-08-16T06:12:22.380407Z
partner_1811,GreenLabs 1811 (Startup),contact1811@greenlabs.org,Startup,"Bangkok, Thailand",Thailand,"OceanLabs 1811 (Startup) focuses on monitoring & evaluation and works on SDG 16, SDG 9. Operating primarily in Bangkok, Thailand.","SDG 16, SDG 9","Project Management, Monitoring & Evaluation, Renewable Energy",https://www.greenlabs1811.org,Lead 1811,2548003821,89,10000,2,"English, Portuguese",UTC,2025-02-24T06:12:22.380407Z
partner_1812,TerraLabs 1812 (NGO),contact1812@terralabs.org,NGO,"Chennai, India",India,"TerraPartners 1812 (NGO) focuses on logistics and works on SDG 1, SDG 5, SDG 3, SDG 11. Operating primarily in Chennai, India.","SDG 1, SDG 5, SDG 3, SDG 11","Project Management, Agriculture",https://www.terralabs1812.org,Lead 1812,91924491925,56,25000,2,"English, French",Asia/Kolkata,2025-04-22T06:12:22.380407Z
partner_1813,BlueFoundation 1813 (Government),contact1813@bluefoundation.org,Government,"Hyderabad, India",India,"RuralCollective 1813 (Government) focuses on research and works on SDG 4, SDG 5, SDG 11, SDG 16. Operating primarily in Hyderabad, India.","SDG 4, SDG 5, SDG 11, SDG 16","GIS, Research, Data Analysis",https://www.bluefoundation1813.org,Lead 1813,91822820589,60,25000,0,"English, Arabic",Asia/Kolkata,2025-04-29T06:12:22.380407Z
partner_1814,GreenCollective 1814 (NGO),contact1814@greencollective.org,NGO,"Paris, France",France,"UrbanNetwork 1814 (NGO) focuses on project management and works on SDG 16, SDG 5, SDG 7. Operating primarily in Paris, France.","SDG 16, SDG 5, SDG 7","Communications, Communications, GIS, Project Management",https://www.greencollective1814.org,Lead 1814,2466256599,73,25000,9,"English, French",Europe/Paris,2025-05-29T06:12:22.380407Z
